CODIGOENTIDAD,RUC_ENTIDAD,ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,FECHACONVOCATORIA,OBJETOCONTRACTUAL,PROCESO,CODIGOCONVOCATORIA,DESCRIPCION_PROCESO,NUMERO_ITEM,ITEMCONVOCA_DESCRIPCION,ITEMCONVOCA_UNIDADMEDIDA,SECTOR,TIPOENTIDADOEE,TIPOPROCESO,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,ESTADOITEMCONVOCA,ULTIMO,MONEDA,CAUSAL_EXOR_CONT_DIRECTA,MONTOREFERENCIAL,MONTOREFERENCIALSOLES,MONTOADJUDICADO,MONTOADJUDICADOSOLES,TIPOPROVEEDOR,RUCPROVEEDOR,PROVEEDOR,RUCDETALLEPROVEEDOR,DETALLEPROVEEDOR,URLFICHAPROCESO,RUBROS
1504,20208084896,MUNICIPALIDAD DISTRITAL DE SAN PABLO - RAMON CASTILLA,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,21/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDSP-1,608691,"AdquisiciA3n de Alimentos en marco del Decreto de Urgencia NAo 033-2020, para las familias vulnerables del Distrito de San Pablo-Provincia de Ramon Castilla-RegiA3n Loreto",1,TALLARIN SPAGHETTI X 500 GR.,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,38000.0,38000.0,38000.0,38000.0,Persona Juridica,20601328411,THE THREE SILVAS S.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608691,CANASTA DE VIVERES
1504,20208084896,MUNICIPALIDAD DISTRITAL DE SAN PABLO - RAMON CASTILLA,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,21/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDSP-1,608691,"AdquisiciA3n de Alimentos en marco del Decreto de Urgencia NAo 033-2020, para las familias vulnerables del Distrito de San Pablo-Provincia de Ramon Castilla-RegiA3n Loreto",2,ARROZ SUPERIOR EMPAQUETADO X 1 KG,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,76000.0,76000.0,76000.0,76000.0,Persona Natural,10437266641,REYES CUBAS FLORINDA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608691,CANASTA DE VIVERES
1504,20208084896,MUNICIPALIDAD DISTRITAL DE SAN PABLO - RAMON CASTILLA,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,21/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDSP-1,608691,"AdquisiciA3n de Alimentos en marco del Decreto de Urgencia NAo 033-2020, para las familias vulnerables del Distrito de San Pablo-Provincia de Ramon Castilla-RegiA3n Loreto",3,AZUCAR BLANCA EMPAQUETADO X 1 KG,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,36000.0,36000.0,36000.0,36000.0,Persona Natural,10200442887,GAVINO QUISPEALAYA GEDEON,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608691,CANASTA DE VIVERES
1648,20146247084,MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,16/04/20,Bien,DIRECTA-PROC-1-2020-MPP/OEC-1,608692,"ContrataciA3n de AdquisiciA3n de Bien: QUINUA PELADA A? GRANO DE LA SIERRA TAMAAO MEDIANO, destinado para la A?DistribuciA3n de Productos de Primera Necesidad de la Canasta BA!sica Familiar en el Marco de la Emergencia Nacional por el COVID-19A?, conforme el Decreto de Urgencia NAo 033-2020 Decreto de Urge",1,ADQUISICION DE QUINUA PELADA,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,45000.0,45000.0,44500.0,44500.0,Persona Juridica,20448728464,AGRO ANDINA DEL PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608692,CANASTA DE VIVERES
1648,20146247084,MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,16/04/20,Bien,DIRECTA-PROC-2-2020-MPP/OEC-1,608694,ADQUISICON DE ALIMENTO DE PRIMERAN,1,"ADQUISICION DE BIENES (ARROZ, ACEITE, AZUCAR, LECHE EVAPORADA, LENTEJA)",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,120000.0,120000.0,98150.0,98150.0,Persona Juridica,20448165044,CONSORCIO FAHE SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608694,CANASTA DE VIVERES
746,20172022279,MUNICIPALIDAD DISTRITAL DE CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,16/04/20,Bien,DIRECTA-PROC-2-2020-OEC-MDCLR-1,608695,"ADQUISICIAN DE PRODUCTOS:  AVENA , FIDEO ESPAGUETTI, ACEITE VEGETAL, AZUCAR RUBIA, LENTEJA Y GARBANZO DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19, PARA LOS HOGARES EN VULNERABILIDAD DEL DISTRITO DE CARMEN DE LA LEGUA REYNOSO",1,"ADQUISICIA?N DE PRODUCTOS: AVENA, FIDEO ESPAGUETTI, ACEITE VEGETAL, AZUCAR RUBIA, LENTEJA Y GARBANZO; DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19, PARA LOS HOGARES EN VULNERABILIDAD DEL DIST",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,93237.75,93237.75,93237.75,93237.75,Persona Juridica,20514713694,GRUPO SANTA ANA SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608695,CANASTA DE VIVERES
1720,20169037958,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - MELGAR,PUNO,MELGAR,SANTA ROSA,16/04/20,Bien,DIRECTA-PROC-1-2020-OEC-1,608697,PRODUCTOS DE PRIMERA NECESIDAD CANASTA FAMILIAR POR EMERGENCIA SANITARIA,1,PRODUCTOS DE PRIMERA NECESIDAD CANASTA FAMILIAR POR EMERGENCIA SANITARIA,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,MELGAR,SANTA ROSA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,59480.0,59480.0,59480.0,59480.0,Persona Juridica,20542645696,ALMACENES CORONADO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608697,CANASTA DE VIVERES
513,20143114911,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - HUAMANGA,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,15/04/20,Bien,DIRECTA-PROC-1-2020-MDSJB/OEC-1,608698,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 DECRETO URGENCIA NAo033-2020,1,PRODUCTOS VARIOS,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,107853.0,107853.0,107853.0,107853.0,Persona Natural,10422713498,CASTAAEDA VERA LUIS MIGUEL,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608698,CANASTA DE VIVERES
513,20143114911,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - HUAMANGA,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,15/04/20,Bien,DIRECTA-PROC-1-2020-MDSJB/OEC-1,608698,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 DECRETO URGENCIA NAo033-2020,2,PRODUCTOS VARIOS,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,35600.0,35600.0,35600.0,35600.0,Persona Natural,10470216986,CARRILLO VILLAR FRANK KASIM,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608698,CANASTA DE VIVERES
200095,20451440544,MUNICIPALIDAD DISTRITAL DE BELEN - MAYNAS,LORETO,MAYNAS,BELEN,16/04/20,Bien,DIRECTA-PROC-1-2020-SGLPSG-GAF-MDB-1,608699,CONTRATACION DIRECTA A? POR SITUACION DE EMERGENCIA A? (EN VAAS DE REGULARIZACIAN) A? A?ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR CORONA VIRUS - DECRETO SUPREMO NAdeg 44-2020-PCM - DECRETO SUPREMO NAo 51-2020-PCM -  DECRETO DE URGENCIA NAdeg 33-2020A?,1,ARROZ SUPERIOR EMPAQUETADO X 1 KG,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LORETO,MAYNAS,BELEN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,52500.0,52500.0,52500.0,52500.0,Persona Juridica,20541235150,CETP S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608699,CANASTA DE VIVERES
200095,20451440544,MUNICIPALIDAD DISTRITAL DE BELEN - MAYNAS,LORETO,MAYNAS,BELEN,16/04/20,Bien,DIRECTA-PROC-1-2020-SGLPSG-GAF-MDB-1,608699,CONTRATACION DIRECTA A? POR SITUACION DE EMERGENCIA A? (EN VAAS DE REGULARIZACIAN) A? A?ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR CORONA VIRUS - DECRETO SUPREMO NAdeg 44-2020-PCM - DECRETO SUPREMO NAo 51-2020-PCM -  DECRETO DE URGENCIA NAdeg 33-2020A?,2,LECHE EVAPORADA ENTERA DE 400 GR X 24 LATAS (EMBALADAS EN CAJAS DE 24 LATAS),Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LORETO,MAYNAS,BELEN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,43143.0,43143.0,43143.0,43143.0,Persona Juridica,20601538165,DISTRIBUIDORA CSM E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608699,CANASTA DE VIVERES
953,20160927896,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,HUANUCO,HUANUCO,CHURUBAMBA,16/04/20,Bien,DIRECTA-PROC-1-2020-MDCH/OEC-1,608700,"CONTRATACION DE LA ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACION DEL DISTRITO DE CHURUBAMBA EN SITUACION DE VULNERABILIDAD, EN EL MARCO DE EMERGENCIA NACIONAL ANTE LOS RIESGOS DE PROPAGACION DEL COVID- 19",1,"CONTRATACION DE LA ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACION DEL DISTRITO DE CHURUBAMBA EN SITUACION DE VULNERABILIDAD, EN EL MARCO DE EMERGENCIA NACIONAL ANTE LOS RIESGOS DE PROPAGACION DEL COVID- 19",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,HUANUCO,HUANUCO,CHURUBAMBA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,200000.0,200000.0,200000.0,200000.0,Persona Juridica,20573307594,MULTISERVICIOS GRUPO ESPIRITU SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608700,CANASTA DE VIVERES
840,20170326076,MUNICIPALIDAD DISTRITAL DE CAMANTI,CUSCO,QUISPICANCHI,CAMANTI,16/04/20,Bien,DIRECTA-PROC-1-2020-MDC-1,608701,adquisicion de alimentos para atenciA3n de la poblaciA3n vulnerablede la pandemia coronavirus,1,adquisiciA?n de alimentos para la atenciA?n de la poblaciA?n vulnerable de la pandemia coronavirus,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,QUISPICANCHI,CAMANTI,Contratado,ULTIMO,Soles,SituaciA3n emergencia,40530.0,40530.0,40530.0,40530.0,Persona Juridica,20600714997,DISTRIBUIDOR Y REPRESENTANTE INAMBARI SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608701,CANASTA DE VIVERES
314,20208828593,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,30/04/20,Bien,DIRECTA-PROC-1-2020-MDSCR-1,608705,"AdquisiciA3n de productos de primera necesidad para la Canasta BA!sica Familiar en el marco del Estado de Emergencia Nacional por el covid -19 ,Decreto de Urgencia NAdeg033-2020, para la Municipalidad Distrital de San CristA3bal de RajA!n.",1,".AdquisiciA?n de productos de primera necesidad para la Canasta BA?sica Familiar en el marco del Estado de Emergencia Nacional por el covid -19 A? Decreto de Urgencia NA?033-2020, para la Municipalidad Distrital de San CristA?bal de RajA?n.",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20102314264,COMERCIAL AGROSUO SA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608705,CANASTA DE VIVERES
1171,20212642704,MUNICIPALIDAD DISTRITAL DE TAPO,JUNIN,TARMA,TAPO,16/04/20,Bien,DIRECTA-PROC-1-2020-MDT-1,608707,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 PARA EL DISTRITO DE TAPO A? TARMA - JUNAN,1,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 PARA EL DISTRITO DE TAPO - TARMA - JUNA?N,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,JUNIN,TARMA,TAPO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,100000.0,100000.0,99925.0,99925.0,Persona Juridica,20487204472,NEGOCIACIONES  JERANCO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-NEGOCIACIONES JERANCO E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608707,CANASTA DE VIVERES
10159,20428696515,POLICAA NACIONAL DEL PERA - DIRECCIAN DE AVIACIAN,CALLAO,CALLAO,CALLAO,16/04/20,Bien,DIRECTA-PROC-3-2020-DIRAVPOL-PNP-1,608708,"ADQUISICION DEL SEGUNDO  LOTE DE IMPLEMENTOS DE BIOSEGURIDAD, PROTECCION PERSONAL Y UTILES DE LIMPIEZA PARA EL PERSONAL DE LA DIRAVPOL ANTE LA PROLONGACION Y EXPANSION DE LA PANDEMIA COVID-19-SITUACION DE EMERGENCIA",1,"ADQUISICION DEL SEGUNDO  LOTE DE IMPLEMENTOS DE BIOSEGURIDAD, PROTECCION PERSONAL Y UTILES DE LIMPIEZA PARA EL PERSONAL DE LA DIRAVPOL ANTE LA PROLONGACION Y EXPANSION DE LA PANDEMIA COVID-19-SITUACION DE EMERGENCIA",Gruesa,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,CALLAO,CALLAO,CALLAO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,1240613.5,1240613.5,1240613.5,1240613.5,Persona Juridica,20424084418,KA  LINSON PERU S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608708,MATERIAL Y EQUIPO MEDICO
1291,20177779041,MUNICIPALIDAD DISTRITAL DE INCAHUASI,LAMBAYEQUE,FERREAAFE,INCAHUASI,16/04/20,Bien,DIRECTA-PROC-1-2020-M.D.INCAHUASI-1,608710,"AdquisiciA3n de productos de primera necesidad de la canasta BA!sica familiar para la poblaciA3n en situaciA3n de vulnerabilidad del distrito de Incahuasi, por causal de SituaciA3n de Emergencia por el Brote del COVID-19.",1,"AdquisiciA?n de productos de primera necesidad de la canasta BA?sica familiar para la poblaciA?n en situaciA?n de vulnerabilidad del distrito de Incahuasi, por causal de SituaciA?n de Emergencia por el Brote del COVID-19.",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,FERREAAFE,INCAHUASI,Contratado,ULTIMO,Soles,SituaciA3n emergencia,199736.0,199736.0,199736.0,199736.0,Persona Juridica,20600708351,DULCEMANIA & SERVICE E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608710,CANASTA DE VIVERES
1405,20163730104,MUNICIPALIDAD DISTRITAL DE CALLAHUANCA,LIMA,HUAROCHIRI,CALLAHUANCA,16/04/20,Bien,DIRECTA-PROC-1-2020-M.D.CALLAHUANCA-1,608712,"ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID- 19, PARA LA MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID- 19, PARA LA MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LIMA,HUAROCHIRI,CALLAHUANCA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Natural,10448526050,RIMAC VILCA LISETH,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608712,CANASTA DE VIVERES
222,20232716488,MUNICIPALIDAD DISTRITAL DE RAHUAPAMPA,ANCASH,HUARI,RAHUAPAMPA,16/04/20,Bien,DIRECTA-PROC-1-2020-MDR-1,608713,"ADQUISICION DE PRODUCTOS PARA CANASTAS BASICAS FAMILIAR EN EL DISTRITO DE RAHUAPAMPA, POR ESTADO DE EMERGENCIA SANITARIA, POR COVID-19",1,"ADQUISICION DE PRODUCTOS PARA CANASTAS BASICAS FAMILIAR EN EL DISTRITO DE RAHUAPAMPA, POR ESTADO DE EMERGENCIA SANITARIA, POR COVID-19",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,HUARI,RAHUAPAMPA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,42208.12,42208.12,42208.12,42208.12,Persona Juridica,20407916396,CONSTRUCTORA Y SERVICIOS GENERALES OSCAR FABIAN S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608713,CANASTA DE VIVERES
841,20221781211,MUNICIPALIDAD DISTRITAL DE CCARHUAYO,CUSCO,QUISPICANCHI,CCARHUAYO,21/04/20,Bien,DIRECTA-PROC-1-2020-MDCC/Q-1,608714,"ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19, Y EL DECRETO DE URGENCIA NAo 033-2020 ,DISTRITO DE CCARHUAYO-QUISPICANCHI-CUSCO",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19, Y EL DECRETO DE URGENCIA NA? 033-2020 ,PARA DEL DISTRITO DE CARHUAYO-QUISPICANCHI-CUSCO",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,QUISPICANCHI,CCARHUAYO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,99994.0,99994.0,99994.0,99994.0,Persona Juridica,20564413527,DISTRIBUCIONES MICARDI S.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608714,CANASTA DE VIVERES
177,20200036698,MUNICIPALIDAD DISTRITAL DE AQUIA,ANCASH,BOLOGNESI,AQUIA,16/04/20,Bien,DIRECTA-PROC-4-2020-MDA-1,608716,"A?AdquisiciA3n de productos de primera necesidad de la Canasta BA!sica Familiar en el marco de la emergencia nacional por el COVID-19, a favor de la poblaciA3n en situaciA3n de vulnerabilidad del distrito de Aquia, provincia de Bolognesi-AncashA?",1,"""AdquisiciA?n de productos de primera necesidad de la Canasta BA?sica Familiar en el marco de la emergencia nacional por el COVID-19, a favor de la poblaciA?n en situaciA?n de vulnerabilidad del distrito de Aquia, provincia de Bolognesi-Ancash""",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,BOLOGNESI,AQUIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,47364.6,47364.6,47364.6,47364.6,Persona Juridica,20530880746,AGROINDUSTRIA LA PERLA DEL HUASCARAN S.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608716,CANASTA DE VIVERES
145,20165778121,MUNICIPALIDAD DISTRITAL DE CAJARURO,AMAZONAS,UTCUBAMBA,CAJARURO,20/04/20,Bien,DIRECTA-PROC-1-2020-MDC/OEC-1,608717,CONTRATACION DIRECTA  PARA LA  ADQUISICION DE PRODUCTOS DE PRIMERA NESECIDAD  QUE CONFORMARAN LA CANASTA BASICA FAMILIAR  PARA LAS FAMILIAS VULNERABLES DEL DISTRITO DE CAJARURO  EN EL  MARCO DEL DECRETO DE URGENCIA No 033-2020 POR EMERGENCIA  SANITARIA  POR PANDEMIA  COVID 19.,1,ADQUISICION DE PRODUCTOS DE PRIMERA NESECIDAD QUE CONFORMARAN LA CANASTA BASICA FAMILIAR PARA LAS FAMILIAS VULNERABLES DEL DISTRITO DE CAJARURO EN EL MARCO DEL DECRETO DE URGENCIA No 033-2020 POR EMERGENCIA SANITARIA POR PANDEMIA DEL COVID 19.,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AMAZONAS,UTCUBAMBA,CAJARURO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,200000.0,200000.0,200000.0,200000.0,Persona Natural,10401405858,RAMOS GARCIA DAVID,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608717,CANASTA DE VIVERES
200548,20491244900,GOBIERNO REGIONAL DE APURIMAC - DIRECCION DE SALUD VIRGEN DE COCHARCAS CHINCHEROS,APURIMAC,CHINCHEROS,CHINCHEROS,20/04/20,Bien,DIRECTA-PROC-1-2020-DISA.VC-1,608718,ADQUISICIAN DE MATERIALES MADICOS Y PRODUCTOS SANITARIOS,1,ADQUISICIA?N DE MATERIALES MA?DICOS Y PRODUCTOS SANITARIOS,Unidad,GOBIERNO REGIONAL,GOBIERNO REGIONAL,ContrataciA3n Directa,APURIMAC,CHINCHEROS,CHINCHEROS,Contratado,ULTIMO,Soles,SituaciA3n emergencia,91240.0,91240.0,91240.0,91240.0,Persona Natural,10467066728,CORONADO SAAVEDRA MARGOT PAMELA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608718,MATERIAL Y EQUIPO MEDICO
934,20204367354,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CUSICANCHA,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,20/04/20,Bien,DIRECTA-PROC-1-2020-MDSAC-1,608720,ADQUISICIAN DE ALIMENTOS DE PRIMERA NECESIDAD A LA POBLACIAN VULNERABLE POR EL COVID-19,1,ADQUISICIA?N DE ALIMENTOS DE PRIMERA NECESIDAD A LA POBLACIA?N VULNERABLE POR EL COVID-19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20601494249,Q&#39;ORI WARACA SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=608720,CANASTA DE VIVERES
